University Name,description,Link,web_address,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,overall_score,image_url,Country
Boston College,"Boston College  is a private Catholic Jesuit research university in Chestnut Hill, Massachusetts, United States. Founded in 1863 by the Society of Jesus, the university has more than 15,000 total students.",http://www.bc.edu/,https://www.timeshighereducation.com/world-university-rankings/boston-college,36.7,33.7,69.2,34.4,42.3,44.5,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Boston_College_seal.svg/150px-Boston_College_seal.svg.png,United States
Boston University,"Boston University  is a private research university in Boston, Massachusetts, United States. BU was founded in 1839 by a group of Boston Methodists with its original campus in Newbury, Vermont. It was chartered in Boston in 1869. The university i",http://www.bu.edu/,https://www.timeshighereducation.com/world-university-rankings/boston-university,57.3,55.6,95.7,41.4,64.4,68.5,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Boston_University_seal.svg/140px-Boston_University_seal.svg.png,United States
Brandeis University,"Brandeis University  is a private research university in Waltham, Massachusetts, United States. It is located within the Greater Boston area. Founded in 1948 as a non-sectarian, coeducational university, Brandeis was established on the s",http://www.brandeis.edu/,https://www.timeshighereducation.com/world-university-rankings/brandeis-university,28.5,22.9,100,35.6,53.4,50.1,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Brandeis_University_seal.svg/150px-Brandeis_University_seal.svg.png,United States
Brown University,"Brown University is a private Ivy League research university in Providence, Rhode Island, United States. It is the seventh-oldest institution of higher education in the US, founded in 1764 as the College in the English Colony of Rhode Island and Prov",http://www.brown.edu/,https://www.timeshighereducation.com/world-university-rankings/brown-university,64,56.1,94.9,36.5,61.4,70,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Shield_of_Brown_University.svg/110px-Shield_of_Brown_University.svg.png,United States
California Institute of Technology,"The California Institute of Technology  is a private research university in Pasadena, California, United States. The university is responsible for many modern scientific advancements and is among a small group of institutes of",http://www.caltech.edu/,https://www.timeshighereducation.com/world-university-rankings/california-institute-technology-caltech,92.1,97.2,97.9,88,82.5,94.5,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Seal_of_the_California_Institute_of_Technology.svg/150px-Seal_of_the_California_Institute_of_Technology.svg.png,United States
"California State University, Long Beach","California State University, Long Beach , also known in athletics as Long Beach State University , is a public teaching-focused institution in Long Beach, California.  The 322-acre campus is the second largest in the Californ",http://www.csulb.edu/,https://www.timeshighereducation.com/world-university-rankings/california-state-university-long-beach,23.1,10.1,27.3,35.9,37.3,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/CSU-Longbeach_seal.svg/180px-CSU-Longbeach_seal.svg.png,United States
Carnegie Mellon University,"Carnegie Mellon University  is a private research university in Pittsburgh, Pennsylvania, United States. The institution was established in 1900 by Andrew Carnegie as the Carnegie Technical Schools. In 1912, it became the Carnegie Institute of T",http://www.cmu.edu/,https://www.timeshighereducation.com/world-university-rankings/carnegie-mellon-university,65.9,82.7,98.2,50.5,80.6,81.3,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Carnegie_Mellon_University_seal.svg/150px-Carnegie_Mellon_University_seal.svg.png,United States
Case Western Reserve University,"Case Western Reserve University  is a private research university in Cleveland, Ohio, United States. It was established in 1967 by a merger between Western Reserve University and the Case Institute of Technology.",http://www.cwru.edu/,https://www.timeshighereducation.com/world-university-rankings/case-western-reserve-university,48.4,39.9,95.3,42.1,52.2,60,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Case_Western_Reserve_University_seal.svg/150px-Case_Western_Reserve_University_seal.svg.png,United States
Clark University,"Clark University is a private research university in Worcester, Massachusetts. Founded in 1887 with a large endowment from its namesake Jonas Gilman Clark, a prominent businessman, Clark was one of the first modern research universities in the United",http://www.clarku.edu/,https://www.timeshighereducation.com/world-university-rankings/clark-university,24,22.7,79.3,34.4,57.5,42.4,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Clark_University_seal.svg/140px-Clark_University_seal.svg.png,United States
Clemson University,"Clemson University  is a public land-grant research university near Clemson, South Carolina, United States. Founded in 1889, Clemson is the second-largest university by enrollment in South Carolina. Fo",http://www.clemson.edu/,https://www.timeshighereducation.com/world-university-rankings/clemson-university,25,21.2,43,40.1,39.2,28.3,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Clemson_University_Seal.svg/150px-Clemson_University_Seal.svg.png,United States
Colorado School of Mines,"Colorado School of Mines  is a public research university in Golden, Colorado founded in 1874. The school offers both undergraduate and graduate degrees in engineering, science, and mathematics, with a focus on energy and the environment. Whil",http://www.mines.edu/,https://www.timeshighereducation.com/world-university-rankings/colorado-school-mines,30.1,25.1,79.6,46.6,42.1,44.5,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Colorado_School_of_Mines_seal.svg/150px-Colorado_School_of_Mines_seal.svg.png,United States
Columbia University,"Columbia University, officially Columbia University in the City of New York, is a private Ivy League research university in New York City. Established in 1754 as King's College on the grounds of Trinity Church in Manhattan, it is the oldest instit",http://www.columbia.edu/,https://www.timeshighereducation.com/world-university-rankings/columbia-university,85.6,82.6,98.2,44.8,79.3,87,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Columbia_coat_of_arms_no_crest.svg/180px-Columbia_coat_of_arms_no_crest.svg.png,United States
Cornell University,"Cornell University is a private Ivy League land-grant research university based in Ithaca, New York, United States. The university was founded in 1865 by Ezra Cornell and Andrew Dickson White. Since its founding, Cornell has been a co-educational and",http://www.cornell.edu/,https://www.timeshighereducation.com/world-university-rankings/cornell-university,79.7,86,96.6,37.1,73.4,85.1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Cornell_University_seal.svg/130px-Cornell_University_seal.svg.png,United States
Creighton University,"Creighton University  is a private research university in Omaha, Nebraska, United States. Founded by the Society of Jesus in 1878, the university is accredited by the Higher Learning Commission. In 2015 the university enrolled 8,393 gradu",http://www.creighton.edu/,https://www.timeshighereducation.com/world-university-rankings/creighton-university,42,11.6,41.5,35.7,29.8,28.3,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Creighton_University_seal.svg/150px-Creighton_University_seal.svg.png,United States
Dartmouth College,"Dartmouth College  is a private Ivy League research university in Hanover, New Hampshire, United States. Established in 1769 by Eleazar Wheelock, Dartmouth is one of the nine colonial colleges chartered before the American Revo",http://www.dartmouth.edu/,https://www.timeshighereducation.com/world-university-rankings/dartmouth-college,58.4,39.9,96.4,41,39.6,62.4,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Dartmouth_College_shield.svg/140px-Dartmouth_College_shield.svg.png,United States
Drexel University,"Drexel University is a private research university with its main campus in Philadelphia, Pennsylvania. Drexel's undergraduate school was founded in 1891 by Anthony J. Drexel, a financier and philanthropist. Founded as Drexel Institute of Art, Science",http://www.drexel.edu/,https://www.timeshighereducation.com/world-university-rankings/drexel-university,35.8,20.4,64.7,41.5,50.3,38.8,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Drexel_University_seal.svg/150px-Drexel_University_seal.svg.png,United States
Duke University,"Duke University is a private research university in Durham, North Carolina, United States. Founded by Methodists and Quakers in the present-day city of Trinity in 1838, the school moved to Durham in 1892. In 1924, tobacco and electric power indus",http://www.duke.edu/,https://www.timeshighereducation.com/world-university-rankings/duke-university,82.4,76.8,97,99.9,61.5,84,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Duke_University_seal.svg/150px-Duke_University_seal.svg.png,United States
Embry-Riddle Aeronautical University,"Embry-Riddle Aeronautical University  is a private university focused on aviation and aerospace programs. Founded at Lunken Field in Cincinnati, Ohio in 1926, its main campuses are located in Daytona Beach, Florida, and Prescott, Arizona. It is",http://www.embryriddle.edu/,https://www.timeshighereducation.com/world-university-rankings/embry-riddle-aeronautical-university,16.9,9.2,44.5,34.6,30.2,22.2,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Embry-Riddle_Aeronautical_University_seal.svg/150px-Embry-Riddle_Aeronautical_University_seal.svg.png,United States
Emory University,"Emory University is a private research university in Atlanta, Georgia, United States. It was founded in 1836 as Emory College by the Methodist Episcopal Church and named in honor of Methodist bishop John Emory. Its main campus is in the Druid Hil",http://www.emory.edu/,https://www.timeshighereducation.com/world-university-rankings/emory-university,56,40.4,98.8,45.4,57.9,64,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Emory_University_Seal.svg/150px-Emory_University_Seal.svg.png,United States
Florida Atlantic University,"Florida Atlantic University  is a public research university with its main campus in Boca Raton, Florida and satellite campuses in Dania Beach, Davie, Fort Lauderdale, Jupiter, and Fort Pierce. The university is a membe",http://www.fau.edu/,https://www.timeshighereducation.com/world-university-rankings/florida-atlantic-university,21,19.1,37.5,37.9,44.6,22.2,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Florida_Atlantic_University_seal.svg/180px-Florida_Atlantic_University_seal.svg.png,United States
Florida Institute of Technology,"Florida Institute of Technology  is a private research university in Melbourne, Florida. The university comprises four academic colleges: Engineering & Science, Aeronautics, Psychology & Liberal Arts, and Business. Approximate",http://www.fit.edu/,https://www.timeshighereducation.com/world-university-rankings/florida-institute-technology,22.7,14.6,31.4,37.7,56.8,22.2,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Florida_Institute_of_Technology_%28seal%29.svg/150px-Florida_Institute_of_Technology_%28seal%29.svg.png,United States
Florida International University,"Florida International University  is a public research university with its main campus in University Park, Florida, United States. Founded in 1965 by the Florida Legislature, the school opened its doors to students in 1972. FIU has grown to beco",http://www.fiu.edu/,https://www.timeshighereducation.com/world-university-rankings/florida-international-university,30.4,22.6,62.3,38,39.7,35.3,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Florida_Internation_University_seal.svg/150px-Florida_Internation_University_seal.svg.png,United States
Florida State University,"Florida State University  is a public research university in Tallahassee, Florida, United States. It is a senior member of the State University System of Florida. Chartered in 1851, it is located on Florida's oldest continuous s",http://www.fsu.edu/,https://www.timeshighereducation.com/world-university-rankings/florida-state-university,38,40.1,69.2,39.4,43.5,46.9,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Florida_State_University_seal.svg/150px-Florida_State_University_seal.svg.png,United States
George Mason University,"George Mason University  is a public research university in Fairfax County, Virginia, United States. Located in Northern Virginia near Washington, D.C., the university is named in honor of George Mason, a Founding Father of the United States.",http://www.gmu.edu/,https://www.timeshighereducation.com/world-university-rankings/george-mason-university,29.9,26.3,89.5,35.8,46.2,46.9,https://upload.wikimedia.org/wikipedia/en/thumb/7/78/George_Mason_University_seal.svg/160px-George_Mason_University_seal.svg.png,United States
Georgetown University,"Georgetown University is a private Jesuit research university in the Georgetown neighborhood of Washington, D.C., United States. Founded by Bishop John Carroll in 1789, it is the oldest Catholic institution of higher education in the United States",http://www.georgetown.edu/,https://www.timeshighereducation.com/world-university-rankings/georgetown-university,57.3,37.9,93.9,62.5,47.2,61.9,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Georgetown_University_seal.svg/150px-Georgetown_University_seal.svg.png,United States
